age,gender,height,weight,activity_level,bmi,target_calories,resting_heart_rate,weight_goal,timestamp
39.39917895316218,Male,177.7,71.1,Moderately Active,22.51,2249.0,62.0,Maintain Weight,2024-07-23 12:13:51.372834134
23.721442564071737,Male,165.7,62.2,Very Active,22.63,2813.0,68.0,Lose Weight,2024-07-23 20:59:58.940401702
28.833596991959677,Male,182.3,69.9,Very Active,21.02,3249.0,58.0,Maintain Weight,2024-07-24 05:46:06.507969270
22.28943773733258,Female,166.5,66.2,Moderately Active,23.89,2119.0,71.0,Gain Weight,2024-07-24 14:32:14.075536838
34.24785083272194,Male,183.2,76.4,Sedentary,22.76,2101.0,79.0,Lose Weight,2024-07-24 23:18:21.643104404
46.46170784601486,Male,173.4,62.5,Very Active,20.77,2518.0,57.0,Maintain Weight,2024-07-25 08:04:29.210671972
23.171287443973476,Female,159.5,63.0,Moderately Active,24.78,1948.0,77.0,Maintain Weight,2024-07-25 16:50:36.778239540
41.04855818621413,Male,174.7,81.9,Sedentary,26.85,2090.0,81.0,Lose Weight,2024-07-26 01:36:44.345807108
28.63690857953071,Female,155.2,70.2,Sedentary,29.13,1800.0,76.0,Lose Weight,2024-07-26 10:22:51.913374676
25.48552601285187,Female,159.3,56.2,Very Active,22.14,2166.0,53.0,Maintain Weight,2024-07-26 19:08:59.480942242
33.715635680545304,Male,164.3,68.1,Moderately Active,25.22,2197.0,64.0,Lose Weight,2024-07-27 03:55:07.048509810
22.57709213096751,Female,169.5,69.3,Very Active,24.1,2806.0,52.0,Maintain Weight,2024-07-27 12:41:14.616077378
28.356208335833816,Female,158.8,60.2,Very Active,23.89,2215.0,60.0,Maintain Weight,2024-07-27 21:27:22.183644946
20.625465288933817,Male,178.6,68.7,Moderately Active,21.52,2453.0,62.0,Maintain Weight,2024-07-28 06:13:29.751212512
58.57670159499667,Female,164.2,65.9,Moderately Active,24.45,1838.0,68.0,Gain Weight,2024-07-28 14:59:37.318780080
35.423162623660744,Female,157.6,62.3,Moderately Active,25.09,1955.0,80.0,Maintain Weight,2024-07-28 23:45:44.886347648
26.60329390408897,Male,179.0,83.4,Sedentary,26.03,2389.0,90.0,Maintain Weight,2024-07-29 08:31:52.453915216
37.56775892881066,Male,174.6,54.1,Moderately Active,17.74,2117.0,70.0,Gain Weight,2024-07-29 17:18:00.021482784
33.652063403710045,Male,182.9,81.9,Moderately Active,24.48,2745.0,69.0,Maintain Weight,2024-07-30 02:04:07.589050350
32.34836480560132,Female,166.5,85.0,Moderately Active,30.64,2433.0,83.0,Lose Weight,2024-07-30 10:50:15.156617918
42.3700004005211,Male,172.7,66.4,Very Active,22.28,2991.0,63.0,Maintain Weight,2024-07-30 19:36:22.724185486
44.090092520567666,Female,166.1,60.2,Moderately Active,21.82,1912.0,68.0,Gain Weight,2024-07-31 04:22:30.291753054
28.63398622867367,Female,173.1,75.3,Moderately Active,25.12,2364.0,60.0,Lose Weight,2024-07-31 13:08:37.859320622
28.090181112263842,Female,160.9,64.6,Moderately Active,24.94,2117.0,73.0,Maintain Weight,2024-07-31 21:54:45.426888188
31.69937963418027,Female,166.0,76.0,Moderately Active,27.58,2181.0,76.0,Lose Weight,2024-08-01 06:40:52.994455756
18.0,Female,162.6,53.5,Moderately Active,20.23,1923.0,66.0,Maintain Weight,2024-08-01 15:27:00.562023324
18.0,Female,169.8,83.4,Sedentary,28.93,1982.0,82.0,Lose Weight,2024-08-02 00:13:08.129590892
51.4024912093343,Female,157.7,64.1,Moderately Active,25.77,1687.0,67.0,Lose Weight,2024-08-02 08:59:15.697158458
54.7396125620154,Male,179.0,81.4,Sedentary,25.43,2073.0,79.0,Lose Weight,2024-08-02 17:45:23.264726026
32.01156752532346,Male,167.9,77.1,Sedentary,27.35,2135.0,60.0,Lose Weight,2024-08-03 02:31:30.832293594
41.918683556669194,Female,166.5,75.1,Moderately Active,27.09,2162.0,68.0,Lose Weight,2024-08-03 11:17:38.399861162
38.73500185452243,Female,160.8,68.8,Moderately Active,26.62,1973.0,77.0,Lose Weight,2024-08-03 20:03:45.967428730
71.94656970146285,Male,174.8,63.3,Very Active,20.71,2486.0,57.0,Maintain Weight,2024-08-04 04:49:53.534996296
48.434898937214925,Female,161.6,69.1,Moderately Active,26.46,2036.0,70.0,Lose Weight,2024-08-04 13:36:01.102563864
33.4649889022308,Male,173.8,71.9,Moderately Active,23.81,2516.0,65.0,Maintain Weight,2024-08-04 22:22:08.670131432
23.53351471279489,Male,176.6,75.5,Moderately Active,24.22,2585.0,73.0,Maintain Weight,2024-08-05 07:08:16.237699000
18.0,Male,172.4,72.0,Moderately Active,24.22,2625.0,68.0,Gain Weight,2024-08-05 15:54:23.805266568
37.44156363040668,Female,162.6,67.1,Sedentary,25.4,1623.0,72.0,Maintain Weight,2024-08-06 00:40:31.372834134
25.92379105658836,Female,163.5,82.3,Sedentary,30.77,1986.0,91.0,Lose Weight,2024-08-06 09:26:38.940401702
18.0,Male,174.1,77.8,Sedentary,25.67,2152.0,87.0,Lose Weight,2024-08-06 18:12:46.507969270
27.24112538908968,Male,180.8,67.5,Moderately Active,20.64,2544.0,66.0,Maintain Weight,2024-08-07 02:58:54.075536838
22.02142395662726,Male,171.9,72.2,Sedentary,24.43,2183.0,84.0,Lose Weight,2024-08-07 11:45:01.643104404
55.24569962087078,Male,163.8,71.6,Sedentary,26.71,1914.0,84.0,Lose Weight,2024-08-07 20:31:09.210671972
45.579677083393406,Male,187.2,108.4,Sedentary,30.92,2496.0,85.0,Lose Weight,2024-08-08 05:17:16.778239540
34.90432830420059,Female,161.3,63.0,Very Active,24.21,2423.0,52.0,Lose Weight,2024-08-08 14:03:24.345807108
52.75932966668031,Male,184.7,77.1,Sedentary,22.6,2149.0,88.0,Maintain Weight,2024-08-08 22:49:31.913374676
35.92841969177142,Female,163.3,83.9,Moderately Active,31.46,2145.0,66.0,Lose Weight,2024-08-09 07:35:39.480942242
24.664589584060835,Male,166.0,74.5,Sedentary,27.06,2116.0,77.0,Lose Weight,2024-08-09 16:21:47.048509810
53.277488927235886,Female,171.5,81.8,Moderately Active,27.83,2389.0,88.0,Lose Weight,2024-08-10 01:07:54.616077378
41.46692052421591,Female,167.9,71.6,Sedentary,25.39,1653.0,82.0,Lose Weight,2024-08-10 09:54:02.183644946
22.553046148082522,Female,167.2,78.7,Sedentary,28.13,1945.0,77.0,Lose Weight,2024-08-10 18:40:09.751212512
32.7159358629967,Female,159.3,67.3,Moderately Active,26.52,2079.0,55.0,Lose Weight,2024-08-11 03:26:17.318780080
24.492580959382913,Female,156.7,75.8,Sedentary,30.87,1865.0,91.0,Lose Weight,2024-08-11 12:12:24.886347648
18.40640322842797,Female,167.7,85.0,Sedentary,30.23,2026.0,69.0,Lose Weight,2024-08-11 20:58:32.453915216
46.1141305703797,Male,179.8,95.4,Sedentary,29.49,2261.0,72.0,Lose Weight,2024-08-12 05:44:40.021482784
57.912999685641566,Female,167.3,69.2,Sedentary,24.74,1661.0,77.0,Lose Weight,2024-08-12 14:30:47.589050350
18.217189114170306,Male,171.5,69.7,Sedentary,23.71,2085.0,91.0,Maintain Weight,2024-08-12 23:16:55.156617918
41.75563084028685,Female,170.8,79.8,Sedentary,27.33,1851.0,86.0,Lose Weight,2024-08-13 08:03:02.724185486
27.192289170538075,Female,158.4,62.4,Very Active,24.87,2411.0,59.0,Maintain Weight,2024-08-13 16:49:10.291753054
29.15449539482365,Male,176.8,73.0,Moderately Active,23.33,2637.0,72.0,Lose Weight,2024-08-14 01:35:17.859320622
27.89127290913357,Female,160.6,70.2,Moderately Active,27.2,2047.0,66.0,Maintain Weight,2024-08-14 10:21:25.426888188
24.632110763842206,Male,177.1,99.7,Sedentary,31.81,2507.0,81.0,Lose Weight,2024-08-14 19:07:32.994455756
35.582259535337926,Male,173.4,63.6,Very Active,21.17,2758.0,60.0,Maintain Weight,2024-08-15 03:53:40.562023324
25.028598603067547,Male,169.5,65.1,Sedentary,22.65,1862.0,88.0,Maintain Weight,2024-08-15 12:39:48.129590892
38.24548190935806,Male,170.2,73.7,Sedentary,25.44,2071.0,88.0,Lose Weight,2024-08-15 21:25:55.697158458
34.39714268661036,Female,152.2,57.7,Moderately Active,24.92,1704.0,73.0,Maintain Weight,2024-08-16 06:12:03.264726026
32.13262343760309,Female,159.6,60.9,Sedentary,23.9,1580.0,77.0,Maintain Weight,2024-08-16 14:58:10.832293594
24.109236055500826,Male,168.6,89.3,Sedentary,31.41,2297.0,86.0,Lose Weight,2024-08-16 23:44:18.399861162
28.07874403318001,Female,168.0,71.3,Moderately Active,25.27,2169.0,69.0,Maintain Weight,2024-08-17 08:30:25.967428730
44.06469470990908,Female,159.2,58.5,Very Active,23.08,2013.0,55.0,Lose Weight,2024-08-17 17:16:33.534996296
41.01100625149257,Male,169.2,56.4,Moderately Active,19.69,2074.0,67.0,Maintain Weight,2024-08-18 02:02:41.102563864
23.269337062417385,Female,165.8,55.2,Moderately Active,20.05,1927.0,71.0,Maintain Weight,2024-08-18 10:48:48.670131432
36.19198766515071,Male,174.5,71.8,Very Active,23.56,3084.0,65.0,Maintain Weight,2024-08-18 19:34:56.237699000
44.01664548046147,Male,170.0,50.5,Sedentary,17.47,1607.0,79.0,Gain Weight,2024-08-19 04:21:03.805266566
18.0,Female,160.9,77.8,Sedentary,30.05,1970.0,70.0,Lose Weight,2024-08-19 13:07:11.372834134
41.52032230855922,Female,163.9,68.2,Sedentary,25.37,1720.0,80.0,Lose Weight,2024-08-19 21:53:18.940401702
27.04851489264984,Female,155.1,81.2,Moderately Active,33.73,2084.0,71.0,Lose Weight,2024-08-20 06:39:26.507969270
41.84718402311791,Male,179.8,99.9,Moderately Active,30.92,2719.0,71.0,Lose Weight,2024-08-20 15:25:34.075536838
25.8408901214898,Male,185.4,77.8,Very Active,22.64,3575.0,65.0,Maintain Weight,2024-08-21 00:11:41.643104404
18.0,Female,162.5,62.5,Moderately Active,23.68,2087.0,77.0,Maintain Weight,2024-08-21 08:57:49.210671972
18.0,Female,145.0,56.7,Moderately Active,26.99,1976.0,66.0,Lose Weight,2024-08-21 17:43:56.778239540
35.577019359936585,Female,160.9,84.9,Sedentary,32.81,1822.0,75.0,Lose Weight,2024-08-22 02:30:04.345807108
38.11667002065778,Female,152.2,45.7,Very Active,19.72,1841.0,55.0,Lose Weight,2024-08-22 11:16:11.913374676
24.148200498747098,Male,170.9,56.8,Very Active,19.43,2745.0,63.0,Gain Weight,2024-08-22 20:02:19.480942242
42.663109505328485,Female,169.2,62.3,Very Active,21.76,2236.0,67.0,Gain Weight,2024-08-23 04:48:27.048509810
18.0,Male,176.7,88.4,Sedentary,28.33,2458.0,77.0,Lose Weight,2024-08-23 13:34:34.616077378
34.2070424162322,Male,178.5,81.2,Moderately Active,25.49,2656.0,68.0,Lose Weight,2024-08-23 22:20:42.183644946
20.467805602850518,Female,166.7,84.1,Sedentary,30.28,2181.0,92.0,Lose Weight,2024-08-24 07:06:49.751212512
27.17796670637409,Female,164.8,57.6,Sedentary,21.2,1524.0,84.0,Lose Weight,2024-08-24 15:52:57.318780080
35.56878405579697,Female,171.1,49.0,Sedentary,16.74,1606.0,83.0,Gain Weight,2024-08-25 00:39:04.886347648
24.67503961659257,Male,178.3,84.5,Moderately Active,26.57,3047.0,62.0,Lose Weight,2024-08-25 09:25:12.453915216
30.385333469242095,Female,156.3,52.6,Moderately Active,21.52,1813.0,75.0,Gain Weight,2024-08-25 18:11:20.021482784
47.07551371057329,Female,172.5,53.3,Sedentary,17.93,1424.0,73.0,Gain Weight,2024-08-26 02:57:27.589050350
28.077297565722215,Male,175.5,81.9,Sedentary,26.58,2247.0,71.0,Maintain Weight,2024-08-26 11:43:35.156617918
45.0283053447817,Female,167.6,74.1,Moderately Active,26.38,2170.0,68.0,Lose Weight,2024-08-26 20:29:42.724185486
21.443517744108583,Male,180.2,82.8,Sedentary,25.51,2289.0,75.0,Lose Weight,2024-08-27 05:15:50.291753054
41.357650134983395,Female,160.6,62.3,Sedentary,24.17,1508.0,78.0,Maintain Weight,2024-08-27 14:01:57.859320620
52.298823447894804,Male,178.4,74.8,Moderately Active,23.52,2538.0,60.0,Lose Weight,2024-08-27 22:48:05.426888188
18.0,Female,168.8,65.2,Moderately Active,22.89,2275.0,77.0,Maintain Weight,2024-08-28 07:34:12.994455756
25.43725693435428,Female,155.4,49.7,Sedentary,20.61,1449.0,89.0,Maintain Weight,2024-08-28 16:20:20.562023324
41.92486552616648,Male,166.3,64.0,Sedentary,23.14,1900.0,64.0,Lose Weight,2024-08-29 01:06:28.129590892
32.56345536748409,Male,181.1,92.1,Sedentary,28.09,2495.0,88.0,Lose Weight,2024-08-29 09:52:35.697158458
39.4537504804557,Female,157.1,58.3,Very Active,23.64,2178.0,56.0,Lose Weight,2024-08-29 18:38:43.264726026
27.752177759410152,Male,181.2,80.5,Moderately Active,24.5,2645.0,76.0,Maintain Weight,2024-08-30 03:24:50.832293594
36.0390774496748,Male,169.7,60.5,Moderately Active,21.01,2143.0,70.0,Maintain Weight,2024-08-30 12:10:58.399861162
33.13187317529505,Male,175.3,77.6,Sedentary,25.27,2235.0,80.0,Lose Weight,2024-08-30 20:57:05.967428730
49.01338473991769,Male,179.8,56.5,Moderately Active,17.47,2011.0,69.0,Gain Weight,2024-08-31 05:43:13.534996296
38.053050119614554,Female,158.3,67.0,Sedentary,26.71,1664.0,90.0,Lose Weight,2024-08-31 14:29:21.102563864
39.051231944902426,Female,158.8,71.4,Moderately Active,28.29,1929.0,61.0,Maintain Weight,2024-08-31 23:15:28.670131432
30.05747640653039,Male,173.5,60.4,Very Active,20.05,2856.0,63.0,Maintain Weight,2024-09-01 08:01:36.237699000
29.14872531113008,Male,182.5,74.1,Moderately Active,22.24,2703.0,78.0,Lose Weight,2024-09-01 16:47:43.805266566
29.80930174616455,Male,191.5,86.8,Very Active,23.66,3633.0,64.0,Maintain Weight,2024-09-02 01:33:51.372834134
39.73342570853956,Male,169.5,79.7,Moderately Active,27.76,2292.0,86.0,Lose Weight,2024-09-02 10:19:58.940401702
29.948186230156843,Female,155.7,58.7,Sedentary,24.21,1499.0,76.0,Maintain Weight,2024-09-02 19:06:06.507969270
38.477298282756955,Female,169.3,62.0,Very Active,21.62,2570.0,65.0,Maintain Weight,2024-09-03 03:52:14.075536838
59.90480958374526,Male,165.3,49.5,Sedentary,18.12,1527.0,79.0,Gain Weight,2024-09-03 12:38:21.643104404
45.453496441180306,Male,177.1,76.3,Moderately Active,24.31,2656.0,79.0,Maintain Weight,2024-09-03 21:24:29.210671972
31.087717613985905,Male,180.1,110.8,Sedentary,34.17,2686.0,80.0,Lose Weight,2024-09-04 06:10:36.778239540
49.41456706596734,Female,160.4,69.8,Sedentary,27.11,1661.0,77.0,Lose Weight,2024-09-04 14:56:44.345807108
30.103095523741384,Male,173.4,71.9,Moderately Active,23.93,2407.0,79.0,Maintain Weight,2024-09-04 23:42:51.913374676
18.0,Female,164.1,73.5,Sedentary,27.29,1836.0,76.0,Lose Weight,2024-09-05 08:28:59.480942242
22.902964268991152,Male,185.2,82.2,Moderately Active,23.97,2587.0,60.0,Maintain Weight,2024-09-05 17:15:07.048509810
18.0,Female,158.6,54.2,Moderately Active,21.56,1888.0,66.0,Gain Weight,2024-09-06 02:01:14.616077378
30.781838191504296,Male,165.6,80.4,Sedentary,29.29,2136.0,85.0,Lose Weight,2024-09-06 10:47:22.183644946
35.22102055027462,Female,151.1,61.4,Sedentary,26.9,1581.0,91.0,Maintain Weight,2024-09-06 19:33:29.751212512
55.117247747303395,Male,179.9,77.8,Moderately Active,24.05,2316.0,71.0,Maintain Weight,2024-09-07 04:19:37.318780080
38.923128485169954,Male,170.8,64.4,Sedentary,22.1,2051.0,91.0,Gain Weight,2024-09-07 13:05:44.886347648
32.37079365429363,Male,187.0,97.6,Moderately Active,27.91,2901.0,60.0,Lose Weight,2024-09-07 21:51:52.453915216
44.95286697420187,Female,163.6,69.6,Moderately Active,25.99,2042.0,67.0,Lose Weight,2024-09-08 06:38:00.021482784
18.0,Male,188.9,78.2,Very Active,21.89,3390.0,59.0,Maintain Weight,2024-09-08 15:24:07.589050352
37.827374697302794,Female,150.5,61.2,Moderately Active,27.01,1667.0,69.0,Maintain Weight,2024-09-09 00:10:15.156617920
44.2503823266436,Female,161.6,58.8,Moderately Active,22.51,1798.0,71.0,Gain Weight,2024-09-09 08:56:22.724185484
18.0,Male,169.6,62.3,Moderately Active,21.65,2481.0,75.0,Gain Weight,2024-09-09 17:42:30.291753052
48.72504851848315,Male,171.2,67.3,Sedentary,22.96,1840.0,76.0,Maintain Weight,2024-09-10 02:28:37.859320620
39.06195688993297,Male,181.0,62.0,Sedentary,18.92,1872.0,81.0,Maintain Weight,2024-09-10 11:14:45.426888188
30.016545033190383,Female,153.8,60.1,Moderately Active,25.41,2038.0,70.0,Lose Weight,2024-09-10 20:00:52.994455756
42.59338239327542,Male,172.3,54.9,Moderately Active,18.51,2242.0,64.0,Maintain Weight,2024-09-11 04:47:00.562023324
62.248314293652754,Female,173.9,61.5,Moderately Active,20.31,1968.0,69.0,Gain Weight,2024-09-11 13:33:08.129590892
37.18239506070194,Female,167.5,52.9,Very Active,18.85,2359.0,59.0,Maintain Weight,2024-09-11 22:19:15.697158460
37.978647035604034,Male,174.7,69.7,Very Active,22.83,2780.0,59.0,Maintain Weight,2024-09-12 07:05:23.264726028
29.487669205517072,Male,175.2,69.7,Very Active,22.7,2866.0,60.0,Maintain Weight,2024-09-12 15:51:30.832293592
24.801867566422498,Male,161.6,60.1,Moderately Active,23.02,2261.0,71.0,Maintain Weight,2024-09-13 00:37:38.399861160
44.964029798530945,Male,174.9,66.8,Sedentary,21.83,1849.0,77.0,Maintain Weight,2024-09-13 09:23:45.967428728
24.726994089093594,Male,170.2,59.3,Moderately Active,20.48,2211.0,79.0,Lose Weight,2024-09-13 18:09:53.534996296
35.85879484663271,Male,171.5,82.0,Sedentary,27.86,2198.0,71.0,Lose Weight,2024-09-14 02:56:01.102563864
29.268110638818598,Female,162.6,59.1,Moderately Active,22.35,1972.0,65.0,Maintain Weight,2024-09-14 11:42:08.670131432
40.7477579089567,Female,169.6,71.7,Moderately Active,24.95,2105.0,89.0,Maintain Weight,2024-09-14 20:28:16.237699000
39.00394526344338,Female,156.9,52.6,Moderately Active,21.34,1656.0,63.0,Maintain Weight,2024-09-15 05:14:23.805266568
47.45047933109479,Male,185.1,91.6,Sedentary,26.72,2298.0,69.0,Lose Weight,2024-09-15 14:00:31.372834136
28.879803213743035,Female,165.3,85.2,Sedentary,31.21,1862.0,86.0,Lose Weight,2024-09-15 22:46:38.940401704
31.761500776479544,Female,163.2,68.6,Moderately Active,25.76,2058.0,55.0,Lose Weight,2024-09-16 07:32:46.507969268
23.254835410612312,Female,163.6,65.2,Sedentary,24.35,1632.0,78.0,Lose Weight,2024-09-16 16:18:54.075536836
29.668480879086662,Female,169.6,67.7,Very Active,23.51,2436.0,71.0,Lose Weight,2024-09-17 01:05:01.643104404
39.52760591653823,Female,166.4,69.3,Sedentary,25.04,1712.0,68.0,Maintain Weight,2024-09-17 09:51:09.210671972
44.083863399744224,Male,166.2,71.9,Sedentary,26.03,2051.0,64.0,Lose Weight,2024-09-17 18:37:16.778239540
23.934016109868494,Male,180.7,80.6,Sedentary,24.7,2383.0,68.0,Gain Weight,2024-09-18 03:23:24.345807108
45.435271041267924,Female,163.7,63.0,Moderately Active,23.51,1835.0,76.0,Gain Weight,2024-09-18 12:09:31.913374676
51.26765430565941,Female,152.1,57.0,Moderately Active,24.64,1782.0,78.0,Maintain Weight,2024-09-18 20:55:39.480942244
39.96121883868441,Female,156.2,53.8,Sedentary,22.03,1404.0,76.0,Gain Weight,2024-09-19 05:41:47.048509812
57.52154975069679,Male,173.0,65.7,Sedentary,21.94,1912.0,85.0,Gain Weight,2024-09-19 14:27:54.616077376
25.714529610757126,Male,173.0,59.4,Moderately Active,19.83,2391.0,80.0,Gain Weight,2024-09-19 23:14:02.183644944
20.064143560262995,Female,161.3,51.0,Sedentary,19.6,1491.0,94.0,Maintain Weight,2024-09-20 08:00:09.751212512
18.0,Male,180.5,66.3,Moderately Active,20.35,2576.0,68.0,Lose Weight,2024-09-20 16:46:17.318780080
52.952531737870196,Male,177.4,77.0,Moderately Active,24.48,2402.0,54.0,Gain Weight,2024-09-21 01:32:24.886347648
42.85238787624869,Female,162.6,59.3,Sedentary,22.43,1532.0,73.0,Lose Weight,2024-09-21 10:18:32.453915216
34.33298394907454,Male,179.0,89.9,Sedentary,28.05,2366.0,77.0,Lose Weight,2024-09-21 19:04:40.021482784
38.359623515837846,Male,181.8,76.2,Very Active,23.07,3224.0,59.0,Gain Weight,2024-09-22 03:50:47.589050352
21.494131432419483,Female,155.2,45.0,Moderately Active,18.68,1736.0,69.0,Maintain Weight,2024-09-22 12:36:55.156617920
64.34902375540192,Male,172.7,77.4,Moderately Active,25.96,2120.0,78.0,Lose Weight,2024-09-22 21:23:02.724185484
36.55065418370273,Male,170.7,85.2,Sedentary,29.24,2291.0,90.0,Lose Weight,2024-09-23 06:09:10.291753052
36.31273753525871,Female,176.5,65.5,Moderately Active,21.02,2133.0,69.0,Gain Weight,2024-09-23 14:55:17.859320620
43.7091994867843,Male,167.4,77.6,Sedentary,27.68,2020.0,89.0,Lose Weight,2024-09-23 23:41:25.426888188
40.772110780840556,Male,169.2,61.4,Moderately Active,21.43,2292.0,73.0,Maintain Weight,2024-09-24 08:27:32.994455756
37.68660829134958,Female,171.1,67.9,Very Active,23.2,2412.0,60.0,Lose Weight,2024-09-24 17:13:40.562023324
25.514306534656257,Female,165.6,57.4,Sedentary,20.94,1659.0,87.0,Lose Weight,2024-09-25 01:59:48.129590892
40.65762028563195,Female,162.4,49.7,Sedentary,18.83,1385.0,81.0,Maintain Weight,2024-09-25 10:45:55.697158460
57.5842939577004,Male,195.6,93.7,Sedentary,24.47,2319.0,96.0,Gain Weight,2024-09-25 19:32:03.264726028
51.14504055385973,Female,160.7,65.9,Sedentary,25.51,1491.0,68.0,Lose Weight,2024-09-26 04:18:10.832293592
54.11823951967276,Male,183.7,82.4,Sedentary,24.41,2223.0,76.0,Maintain Weight,2024-09-26 13:04:18.399861160
28.86541188282578,Female,156.3,51.9,Sedentary,21.26,1406.0,79.0,Maintain Weight,2024-09-26 21:50:25.967428728
23.124742156897028,Male,165.5,62.5,Moderately Active,22.8,2511.0,73.0,Maintain Weight,2024-09-27 06:36:33.534996296
33.49055695880422,Female,162.5,65.5,Moderately Active,24.81,1908.0,79.0,Maintain Weight,2024-09-27 15:22:41.102563864
35.668698947464335,Female,163.5,69.1,Sedentary,25.82,1686.0,80.0,Lose Weight,2024-09-28 00:08:48.670131432
48.13029822165139,Female,154.5,55.8,Very Active,23.37,1914.0,53.0,Gain Weight,2024-09-28 08:54:56.237699000
18.0,Female,164.0,62.7,Sedentary,23.32,1789.0,87.0,Gain Weight,2024-09-28 17:41:03.805266568
53.354603833527364,Male,165.7,69.6,Very Active,25.34,2592.0,64.0,Lose Weight,2024-09-29 02:27:11.372834136
33.10390521705213,Female,161.1,55.2,Sedentary,21.3,1471.0,64.0,Maintain Weight,2024-09-29 11:13:18.940401700
29.87742716063096,Female,150.6,54.3,Very Active,23.98,2091.0,60.0,Maintain Weight,2024-09-29 19:59:26.507969268
22.85474749687799,Male,178.4,87.6,Moderately Active,27.55,2719.0,59.0,Maintain Weight,2024-09-30 04:45:34.075536836
18.0,Female,156.8,58.9,Very Active,23.96,2427.0,57.0,Maintain Weight,2024-09-30 13:31:41.643104404
44.878047007542975,Male,178.8,72.3,Very Active,22.59,2895.0,55.0,Gain Weight,2024-09-30 22:17:49.210671972
35.87981560626085,Female,159.5,60.8,Sedentary,23.89,1700.0,86.0,Gain Weight,2024-10-01 07:03:56.778239540
19.520469203107353,Female,173.3,75.3,Very Active,25.07,2795.0,61.0,Lose Weight,2024-10-01 15:50:04.345807108
19.459054735236606,Female,165.3,55.5,Sedentary,20.31,1670.0,70.0,Gain Weight,2024-10-02 00:36:11.913374676
30.97058360851846,Male,178.8,70.7,Sedentary,22.12,1995.0,87.0,Maintain Weight,2024-10-02 09:22:19.480942244
55.02825830347271,Female,154.0,57.9,Sedentary,24.41,1386.0,69.0,Lose Weight,2024-10-02 18:08:27.048509812
31.884903783636744,Female,164.9,75.4,Moderately Active,27.71,2139.0,72.0,Lose Weight,2024-10-03 02:54:34.616077376
18.0,Female,152.7,64.2,Sedentary,27.52,1725.0,73.0,Lose Weight,2024-10-03 11:40:42.183644944
32.05108323096867,Male,173.2,63.3,Moderately Active,21.1,2363.0,67.0,Gain Weight,2024-10-03 20:26:49.751212512
31.727317163027955,Male,174.1,69.9,Moderately Active,23.07,2268.0,74.0,Maintain Weight,2024-10-04 05:12:57.318780080
18.0,Female,168.5,62.9,Moderately Active,22.16,2285.0,74.0,Lose Weight,2024-10-04 13:59:04.886347648
34.348461601786255,Male,177.3,67.8,Very Active,21.58,2954.0,67.0,Maintain Weight,2024-10-04 22:45:12.453915216
32.22878563749586,Female,159.2,68.2,Moderately Active,26.94,2057.0,69.0,Lose Weight,2024-10-05 07:31:20.021482784
43.35447637776102,Female,161.4,53.5,Sedentary,20.51,1404.0,82.0,Maintain Weight,2024-10-05 16:17:27.589050352
57.18747313934414,Female,170.0,93.7,Sedentary,32.44,1889.0,76.0,Lose Weight,2024-10-06 01:03:35.156617920
48.51878035457309,Female,154.3,69.8,Sedentary,29.31,1596.0,81.0,Lose Weight,2024-10-06 09:49:42.724185484
31.773335713342032,Female,153.6,71.7,Sedentary,30.36,1792.0,84.0,Lose Weight,2024-10-06 18:35:50.291753052
21.721689095099954,Female,158.5,60.7,Sedentary,24.15,1550.0,79.0,Lose Weight,2024-10-07 03:21:57.859320620
65.88031763899832,Female,168.2,71.9,Sedentary,25.4,1584.0,66.0,Lose Weight,2024-10-07 12:08:05.426888188
35.71062120817386,Male,175.6,62.1,Very Active,20.13,2653.0,62.0,Lose Weight,2024-10-07 20:54:12.994455756
35.167151502955356,Male,159.5,57.0,Moderately Active,22.43,2141.0,73.0,Maintain Weight,2024-10-08 05:40:20.562023324
34.71049895467996,Male,173.4,84.1,Sedentary,27.97,2107.0,75.0,Maintain Weight,2024-10-08 14:26:28.129590892
37.37701712921426,Male,169.0,79.7,Moderately Active,27.89,2512.0,61.0,Lose Weight,2024-10-08 23:12:35.697158460
33.267675056912694,Male,176.2,67.0,Sedentary,21.57,1995.0,92.0,Maintain Weight,2024-10-09 07:58:43.264726028
28.116055917437166,Male,195.9,87.9,Moderately Active,22.9,3131.0,73.0,Maintain Weight,2024-10-09 16:44:50.832293592
28.437692705115296,Male,177.6,74.2,Moderately Active,23.55,2643.0,68.0,Maintain Weight,2024-10-10 01:30:58.399861160
34.60696075740802,Female,152.9,46.3,Moderately Active,19.81,1549.0,62.0,Maintain Weight,2024-10-10 10:17:05.967428728
28.47890274639482,Female,145.0,54.2,Moderately Active,25.77,1759.0,64.0,Lose Weight,2024-10-10 19:03:13.534996296
26.44585060787403,Female,159.3,54.7,Very Active,21.55,2246.0,67.0,Maintain Weight,2024-10-11 03:49:21.102563864
36.27716273230276,Female,165.3,61.8,Very Active,22.61,2483.0,61.0,Maintain Weight,2024-10-11 12:35:28.670131432
31.940273390949738,Male,172.8,67.6,Moderately Active,22.64,2258.0,66.0,Lose Weight,2024-10-11 21:21:36.237699000
53.04791586299226,Male,181.5,71.2,Moderately Active,21.63,2532.0,74.0,Maintain Weight,2024-10-12 06:07:43.805266568
18.0,Female,169.2,68.6,Moderately Active,23.98,2326.0,64.0,Maintain Weight,2024-10-12 14:53:51.372834136
